Country,CountryCode,year,Pop,MalePop,FemalePop,Migrants,MaleMigrants,FemaleMigrants,tot_africa,tot_asia,tot_oceania,tot_developed,tot_latam,Refugees
Denmark,208,2005,5418000,2682000,2735000,440383,213097,227286,32752,158700,0,211512,11702,43972
Estonia,233,2005,1356000,630000,726000,233701,94244,139457,0,10492,0,222694,0,21
Faeroe Islands,234,2005,48000,NA,NA,4583,2450,2133,25,188,0,3962,63,NA
Finland,246,2005,5246000,2567000,2679000,192169,96429,95740,15109,36289,0,135343,3334,10899
Iceland,352,2005,297000,149000,148000,25492,12413,13079,588,3399,0,20480,591,166
Ireland,372,2005,4204000,2099000,2104000,589046,309910,279136,39115,58426,0,481214,9186,7113
Isle of Man,833,2005,80000,NA,NA,41475,20214,21261,485,0,0,39111,0,NA
Latvia,428,2005,2228000,1021000,1207000,376725,154745,221980,85,19982,0,356459,182,38
Lithuania,440,2005,3343000,1556000,1788000,201209,94189,107020,47,12733,0,182273,146,531
Norway,578,2005,4624000,2293000,2332000,361144,176444,184700,35746,119993,0,175280,17486,43034
Sweden,752,2005,9030000,4477000,4554000,1125790,538490,587300,67656,316274,0,580791,63189,74915
United Kingdom of Great Britain and Northern Ireland,826,2005,60210000,29474000,30736000,5926156,2818177,3107979,973502,2108658,0,2403869,304596,303181
Albania,8,2005,3082000,1549000,1533000,64739,32993,31746,0,2441,0,55129,0,91
Andorra,20,2005,81000,NA,NA,50298,26559,23739,549,392,0,46838,642,NA
Bosnia and Herzegovina,70,2005,3833000,1910000,1924000,47272,22473,24799,NA,NA,NA,NA,NA,10768
Croatia,191,2005,4378000,2108000,2270000,579273,271645,307628,338,649,0,515127,608,2927
Gibraltar,292,2005,29000,NA,NA,9211,4518,4693,1020,0,0,6472,0,NA
Greece,300,2005,11070000,5449000,5620000,1190707,587677,603030,53014,271914,0,856598,6656,2390
Holy See,336,2005,1000,NA,NA,793,378,415,0,0,0,0,0,NA
Italy,380,2005,58657000,28527000,30130000,3954790,1820290,2134500,794358,604139,0,2102171,399299,20675
Malta,470,2005,397000,196000,201000,24560,11899,12661,1270,1548,0,20601,94,1939
Montenegro,499,2005,616000,303000,314000,NA,NA,NA,0,0,0,0,0,NA
Portugal,620,2005,10480000,5069000,5411000,771184,376774,394410,308999,24195,0,260101,119486,363
San Marino,674,2005,29000,NA,NA,4218,2302,1916,0,0,0,3972,97,NA
Serbia,688,2005,9187000,4491000,4696000,845120,373473,471647,478,4019,0,839171,288,138569
Slovenia,705,2005,1997000,975000,1022000,197276,107131,90145,188,731,0,195695,471,251
Spain,724,2005,43855000,21634000,22221000,4107226,2140680,1966546,718417,200444,0,1493458,1614061,5374
The former Yugoslav Republic of Macedonia,807,2005,2043000,1019000,1024000,127667,53220,74447,1765,19250,0,105281,0,1274
Austria,40,2005,8235000,4002000,4233000,1136270,543618,592652,35705,228030,0,855133,15888,45709
Belgium,56,2005,10561000,5170000,5392000,870862,445710,425152,129220,79680,0,632692,11446,15282
France,250,2005,61242000,29885000,31357000,6737600,3300859,3436741,3244075,794517,0,2339440,233770,137316
Germany,276,2005,81247000,39785000,41462000,10299160,5011682,5287478,333607,3394390,0,6244068,150197,700016
Liechtenstein,438,2005,35000,NA,NA,18898,9434,9464,23,1014,0,17327,169,150
Luxembourg,442,2005,458000,226000,232000,150618,74951,75667,617,1790,0,146185,477,1822
Monaco,492,2005,34000,NA,NA,21312,10322,10990,NA,NA,NA,NA,NA,0
Netherlands,528,2005,16332000,8081000,8251000,1736127,843444,892683,291526,592308,0,501059,244217,118189
Switzerland,756,2005,7409000,3626000,3782000,1805437,922387,883050,94338,206269,0,1294661,92414,48030
Anguilla,660,2005,13000,NA,NA,4684,2210,2474,0,0,0,943,1754,NA
Antigua and Barbuda,28,2005,83000,39000,43000,24741,11052,13689,192,452,0,3806,13902,NA
Aruba,533,2005,1.00E+05,48000,52000,32540,14559,17981,0,1967,0,4868,20293,NA
Bahamas,44,2005,329000,161000,169000,45595,23646,21949,324,1176,0,11128,31026,64
Barbados,52,2005,274000,132000,142000,30624,13575,17049,0,510,0,4848,14545,NA
"Bonaire, Sint Eustatius and Saba",535,2005,14000,NA,NA,49105,21730,27375,NA,NA,NA,NA,NA,NA
British Virgin Islands,92,2005,23000,NA,NA,13808,6805,7003,0,50,0,1993,5316,1
Cayman Islands,136,2005,49000,NA,NA,21655,11011,10644,159,1466,0,6611,13108,1
Cuba,192,2005,11261000,5662000,5599000,17023,7540,9483,165,401,0,10802,3729,686
Curacao,531,2005,129000,61000,69000,NA,NA,NA,0,0,0,0,0,0
Dominica,212,2005,71000,NA,NA,4744,2491,2253,35,81,0,1103,2034,NA
Dominican Republic,214,2005,9238000,4620000,4618000,376001,228180,147821,310,5048,0,48211,315717,584
Grenada,308,2005,103000,51000,52000,6902,3424,3478,NA,NA,NA,NA,NA,NA
Guadeloupe,312,2005,451000,213000,237000,89065,41273,47792,137,628,0,54693,23172,NA
Haiti,332,2005,9263000,4577000,4686000,30468,17413,13055,0,556,0,10968,16322,0
Jamaica,388,2005,2678000,1326000,1352000,24314,12263,12051,0,1183,0,12844,6728,30
Martinique,474,2005,397000,185000,212000,57034,25891,31143,95,288,0,43852,10423,NA
Montserrat,500,2005,5000,NA,NA,1244,639,605,0,0,0,240,314,NA
Puerto Rico,630,2005,3761000,1806000,1956000,352144,166780,185364,60,2280,0,229433,103829,NA
Saint Kitts and Nevis,659,2005,49000,NA,NA,6682,3501,3181,0,0,0,0,1930,NA
Saint Lucia,662,2005,165000,81000,84000,11468,5783,5685,46,198,0,1903,4180,0
Saint Vincent and the Grenadines,670,2005,109000,55000,54000,4395,2144,2251,NA,NA,NA,NA,NA,NA
Sint Maarten (Dutch part),534,2005,33000,NA,NA,13100,6285,6815,0,676,0,587,7834,NA
Trinidad and Tobago,780,2005,1297000,643000,654000,44812,20647,24165,286,1356,0,7160,30081,0
Turks and Caicos Islands,796,2005,26000,NA,NA,9945,5146,4799,0,0,0,1520,6629,NA
United States Virgin Islands,850,2005,108000,52000,56000,56647,26726,29921,0,0,0,16281,16043,NA
Belize,84,2005,283000,142000,141000,41424,21045,20379,35,1768,0,3661,34674,624
Costa Rica,188,2005,4248000,2130000,2118000,358175,176335,181840,83,2305,0,12818,182467,11253
El Salvador,222,2005,5947000,2837000,3111000,36019,17029,18990,0,451,0,6630,28663,40
Guatemala,320,2005,13184000,6434000,6750000,57252,26064,31188,24,2167,0,9322,45226,432
Honduras,340,2005,6880000,3440000,3441000,27875,14444,13431,0,627,0,6440,20443,13
Mexico,484,2005,109748000,54535000,55213000,712487,359642,352845,901,13149,0,584169,110013,3229
Nicaragua,558,2005,5379000,2655000,2724000,34918,17773,17145,433,302,0,5126,27220,227
Panama,591,2005,3319000,1670000,1649000,117563,59812,57751,NA,NA,NA,NA,NA,10265
Argentina,32,2005,39145000,19149000,19997000,1673088,774810,898278,NA,NA,NA,NA,NA,2824
Bolivia (Plurinational State of),68,2005,9125000,4575000,4550000,107745,56019,51726,NA,NA,NA,NA,NA,538
Brazil,76,2005,188479000,93001000,95479000,638582,343019,295563,11953,41275,0,403761,139772,3653
Chile,152,2005,16097000,7940000,8157000,273384,129398,143986,6904,7133,0,41627,214685,983
Colombia,170,2005,43286000,21376000,21910000,107612,55706,51906,332,4484,0,32839,68544,224
Ecuador,218,2005,13735000,6879000,6857000,187404,96188,91216,251,3128,0,29212,119369,10063
Falkland Islands (Malvinas),238,2005,3000,NA,NA,1166,675,491,NA,NA,NA,NA,NA,NA
French Guiana,254,2005,203000,101000,103000,86468,42729,43739,NA,NA,NA,NA,NA,0
Guyana,328,2005,742000,367000,375000,10868,5817,5051,NA,NA,NA,NA,NA,4
Paraguay,600,2005,5795000,2935000,2861000,168243,87698,80545,0,3580,0,11749,145701,58
Peru,604,2005,27610000,13796000,13814000,77541,38746,38795,182,5409,0,30280,40055,848
Suriname,740,2005,492000,247000,245000,33664,18339,15325,NA,NA,NA,NA,NA,2
Uruguay,858,2005,3326000,1605000,1720000,82318,37658,44660,0,0,0,38729,37636,131
Venezuela (Bolivarian Republic of),862,2005,26769000,13399000,13370000,1070562,535096,535466,1837,36148,0,209497,816728,408
Bermuda,60,2005,65000,NA,NA,18276,8866,9410,386,1176,0,13557,2176,NA
Canada,124,2005,32256000,15986000,16270000,6078985,2915838,3163147,NA,NA,NA,NA,NA,147171
Greenland,304,2005,57000,NA,NA,6686,4549,2137,0,80,0,6259,0,NA
Saint Pierre and Miquelon,666,2005,6000,NA,NA,1147,597,550,0,0,0,1127,0,NA
United States of America,840,2005,296140000,146375000,149764000,39258293,19614878,19643415,1050424,9022189,0,6148004,19587219,379340
Australia,36,2005,20274000,10117000,10157000,4878030,2419190,2458840,264690,1492640,0,2869950,83760,66722
New Zealand,554,2005,4135000,2025000,2110000,839952,407690,432262,54294,227657,0,389853,4243,5307
Fiji,242,2005,822000,419000,403000,12435,6564,5871,0,4890,0,2562,0,1
New Caledonia,540,2005,229000,115000,114000,55405,29909,25496,2158,3362,0,31720,0,NA
Papua New Guinea,598,2005,6087000,3104000,2983000,29967,18942,11025,34,11972,0,16130,0,9999
Solomon Islands,90,2005,469000,239000,230000,3271,1830,1441,0,569,0,609,0,NA
Vanuatu,548,2005,209000,107000,103000,2800,1398,1402,0,0,0,1279,0,0
Guam,316,2005,158000,81000,78000,74743,38602,36141,0,36564,0,20983,2054,NA
Kiribati,296,2005,92000,45000,47000,2487,1312,1175,0,0,0,177,0,NA
Marshall Islands,584,2005,52000,NA,NA,2417,1485,932,0,629,0,1053,0,NA
Micronesia (Federated States of),583,2005,106000,54000,52000,2905,1565,1340,0,198,0,234,0,NA
Nauru,520,2005,10000,NA,NA,2253,1208,1045,NA,NA,NA,NA,NA,0
Northern Mariana Islands,580,2005,64000,NA,NA,37542,15977,21565,NA,NA,NA,NA,NA,NA
Palau,585,2005,20000,NA,NA,6043,3620,2423,0,3809,0,540,0,0
American Samoa,16,2005,59000,NA,NA,24233,12498,11735,0,1786,0,3544,0,NA
Cook Islands,184,2005,19000,NA,NA,3277,1724,1553,0,0,0,2667,0,NA
French Polynesia,258,2005,255000,131000,124000,32286,18405,13881,743,731,0,24081,0,NA
Niue,570,2005,2000,NA,NA,522,282,240,0,0,0,198,0,NA
Samoa,882,2005,180000,93000,87000,5746,2940,2806,0,70,0,2775,0,NA
Tokelau,772,2005,1000,NA,NA,258,133,125,0,0,0,114,0,NA
Tonga,776,2005,101000,51000,50000,4301,2328,1973,0,340,0,77,0,NA
Tuvalu,798,2005,10000,NA,NA,183,101,82,0,0,0,23,0,NA
Wallis and Futuna Islands,876,2005,14000,NA,NA,2365,1194,1171,NA,NA,NA,NA,NA,NA
Burundi,108,2000,6767000,3336000,3431000,125628,61094,64534,111209,0,0,712,0,27136
Comoros,174,2000,548000,276000,272000,13799,6511,7288,10840,0,0,532,0,10
Djibouti,262,2000,723000,363000,359000,100507,52920,47587,94253,238,0,0,0,23257
Eritrea,232,2000,3535000,1758000,1777000,12952,6856,6096,9589,168,0,254,0,1984
Ethiopia,231,2000,66444000,33129000,33314000,611384,322219,289165,418386,127,0,0,0,197959
Kenya,404,2000,31066000,15488000,15578000,699139,348594,350545,546271,0,0,0,0,206106
Madagascar,450,2000,15745000,7839000,7905000,23541,13276,10265,8050,2610,0,6567,0,50
Malawi,454,2000,11193000,5551000,5643000,232620,111530,121090,177801,2583,0,1578,0,3900
Mauritius,480,2000,1185000,588000,597000,15543,5705,9838,870,11738,0,1846,0,NA
Mayotte,175,2000,150000,76000,74000,45474,23546,21928,39872,0,0,5080,0,NA
Mozambique,508,2000,18265000,8766000,9498000,195702,103175,92527,97355,3239,0,7139,0,207
Reunion,638,2000,737000,360000,377000,100678,52264,48414,22557,0,0,66309,0,NA
Rwanda,646,2000,8022000,3847000,4175000,347076,175685,171391,337752,0,0,0,0,30118
Seychelles,690,2000,81000,40000,41000,6574,3837,2737,1792,3757,0,513,33,NA
Somalia,706,2000,7385000,3663000,3722000,20087,10622,9465,555,0,0,0,0,558
South Sudan,728,2000,6693000,3334000,3359000,NA,NA,NA,0,0,0,0,0,NA
Uganda,800,2000,23758000,11809000,11949000,634703,314325,320378,621287,5748,0,4595,0,236622
United Republic of Tanzania,834,2000,33992000,16911000,17081000,928180,470962,457218,909368,7187,0,3533,0,680862
Zambia,894,2000,10585000,5257000,5328000,321167,163620,157547,309728,3634,0,2079,0,228663
Zimbabwe,716,2000,12500000,6220000,6280000,410041,233843,176198,338192,0,0,23747,0,4127
Angola,24,2000,15059000,7427000,7631000,46108,23367,22741,26740,0,0,7014,0,12579
Cameroon,120,2000,15928000,7934000,7994000,228383,124630,103753,172716,0,0,10163,0,46454
Central African Republic,140,2000,3726000,1831000,1895000,123529,65636,57893,71554,21,0,16347,0,55661
Chad,148,2000,8343000,4156000,4188000,104825,56463,48362,96364,0,0,1039,0,17692
Congo,178,2000,3109000,1552000,1557000,305002,152666,152336,290592,1039,0,7494,266,123190
Democratic Republic of the Congo,180,2000,48049000,23834000,24215000,744387,365092,379295,498651,0,0,0,0,332509
Equatorial Guinea,226,2000,531000,272000,259000,4517,2394,2123,1213,0,0,2437,0,NA
Gabon,266,2000,1232000,611000,620000,195571,111616,83955,179035,1533,0,8271,0,17982
Sao Tome and Principe,678,2000,137000,68000,69000,4365,2212,2153,1571,0,0,218,0,NA
Algeria,12,2000,31184000,15803000,15381000,250110,137158,112952,179078,23946,0,4770,0,167453
Egypt,818,2000,68335000,34354000,33981000,173452,92205,81247,27861,43927,0,30865,597,6697
Libya,434,2000,5337000,2784000,2553000,567436,368950,198486,125243,183559,0,45439,708,11543
Morocco,504,2000,28951000,14345000,14605000,53034,27233,25801,15949,3378,0,22396,0,2105
Sudan,729,2000,28080000,14094000,13986000,801883,403048,398835,760658,4097,0,0,0,414928
Tunisia,788,2000,9699000,4866000,4833000,36446,18523,17923,18381,445,0,7662,0,175
Western Sahara,732,2000,306000,160000,146000,3289,1837,1452,2986,0,0,171,0,NA
Botswana,72,2000,1737000,864000,872000,57064,32891,24173,NA,NA,NA,NA,NA,3551
Lesotho,426,2000,1856000,899000,957000,6167,3335,2832,3070,544,0,85,0,1
Namibia,516,2000,1898000,933000,965000,134403,72509,61894,NA,NA,NA,NA,NA,27263
South Africa,710,2000,44897000,22103000,22794000,1001825,600032,401793,688812,41545,45,232491,4028,15063
Swaziland,748,2000,1064000,515000,549000,22855,13047,9808,19325,0,0,179,0,690
Benin,204,2000,6949000,3408000,3541000,133730,71624,62106,104933,0,0,979,0,3977
Burkina Faso,854,2000,11608000,5702000,5906000,520039,250399,269640,NA,NA,NA,NA,NA,686
Cabo Verde,132,2000,439000,212000,227000,11027,5753,5274,8208,68,0,2088,304,NA
Cote d'Ivoire,384,2000,16518000,8533000,7984000,1994135,1104600,889535,1941787,0,0,0,0,120691
Gambia,270,2000,1229000,610000,619000,182514,97138,85376,177198,0,0,0,0,12016
Ghana,288,2000,18825000,9507000,9318000,191601,97279,94322,NA,NA,NA,NA,NA,12991
Guinea,324,2000,8799000,4382000,4418000,560075,279108,280967,546742,2363,0,5652,383,427206
Guinea-Bissau,624,2000,1315000,650000,665000,20450,10155,10295,17052,0,0,1309,0,7587
Liberia,430,2000,2892000,1445000,1447000,151868,82129,69739,120813,4798,0,7368,0,69315
Mali,466,2000,11047000,5517000,5530000,189475,97752,91723,80406,76,0,2662,0,8412
Mauritania,478,2000,2711000,1358000,1354000,57366,31163,26203,53405,961,0,416,223,350
Niger,562,2000,11225000,5612000,5613000,122260,58192,64068,111123,0,0,0,0,58
Nigeria,566,2000,122877000,62210000,60667000,487882,270211,217671,437977,0,0,0,0,7270
Saint Helena,654,2000,5000,NA,NA,405,215,190,NA,NA,NA,NA,NA,NA
Senegal,686,2000,9861000,4853000,5008000,231901,121492,110409,181006,2045,0,12133,506,22715
Sierra Leone,694,2000,4061000,2005000,2056000,98241,54639,43602,93120,2752,0,1299,0,6546
Togo,768,2000,4875000,2383000,2492000,137891,69081,68810,120510,313,0,1612,0,12223
Kazakhstan,398,2000,14957000,7171000,7786000,2871300,1321855,1549445,0,334927,0,2536373,0,17685
Kyrgyzstan,417,2000,4955000,2444000,2511000,389558,162815,226743,0,68594,0,312143,0,10729
Tajikistan,762,2000,6186000,3100000,3086000,299266,131420,167846,191,42686,0,256030,26,15364
Turkmenistan,795,2000,4501000,2222000,2279000,218498,94168,124330,0,134577,0,81114,0,14188
Uzbekistan,860,2000,24518000,12144000,12374000,1405250,605625,799625,0,69018,0,1254835,0,38350
China,156,2000,1269975000,652374000,617600000,508034,254082,253952,NA,NA,NA,NA,NA,293705
"China, Hong Kong Special Administrative Region",344,2000,6784000,3304000,3479000,2669122,1225629,1443493,NA,NA,NA,NA,NA,979
"China, Macao Special Administrative Region",446,2000,432000,209000,223000,240791,109391,131400,NA,NA,NA,NA,NA,NA
Democratic People's Republic of Korea,408,2000,22840000,11132000,11708000,36183,17731,18452,0,28630,0,1444,2128,NA
Japan,392,2000,125715000,61490000,64224000,1686567,796977,889590,4501,1229997,0,108994,305399,3752
Mongolia,496,2000,2397000,1196000,1202000,8206,4564,3642,0,3287,0,4074,0,0
Republic of Korea,410,2000,46206000,23179000,23027000,244178,143181,100997,790,177959,0,54622,0,6
Brunei Darussalam,96,2000,331000,168000,162000,96296,53807,42489,0,92108,0,3225,0,NA
Cambodia,116,2000,12198000,5928000,6270000,146085,71638,74447,0,138384,0,1895,0,34
Indonesia,360,2000,211540000,105868000,105672000,292307,153315,138992,0,242569,0,15950,0,142562
Lao People's Democratic Republic,418,2000,5343000,2661000,2682000,21948,11564,10384,0,17743,0,17,0,NA
Malaysia,458,2000,23421000,11909000,11511000,1277223,712912,564311,204,1150834,0,15910,0,50487
Myanmar,104,2000,47670000,23301000,24369000,98011,52150,45861,0,85376,0,0,0,NA
Philippines,608,2000,77932000,39249000,38683000,318095,161904,156191,5681,127419,1429,90597,7153,176
Singapore,702,2000,3918000,1957000,1961000,1351691,601671,750020,0,1206640,0,12225,0,0
Thailand,764,2000,62693000,31005000,31688000,1257821,647728,610093,24,1230394,0,27336,0,104965
Timor-Leste,626,2000,847000,430000,418000,10602,5095,5507,0,8024,0,1021,282,0
Viet Nam,704,2000,80286000,39551000,40734000,56754,32825,23929,NA,NA,NA,NA,NA,15945
Afghanistan,4,2000,19702000,10147000,9555000,75917,42848,33069,0,60918,0,0,0,0
Bangladesh,50,2000,131281000,6.70E+07,64280000,987853,850941,136912,0,675907,0,74053,10221,21919
Bhutan,64,2000,564000,290000,274000,32137,26200,5937,0,29321,0,352,0,NA
India,356,2000,1053481000,545691000,507790000,6411272,3303560,3107712,5767,6261467,0,18842,0,170941
Iran (Islamic Republic of),364,2000,65850000,33373000,32477000,2803805,1662264,1141541,0,2638875,0,0,0,1851844
Maldives,462,2000,280000,142000,138000,27092,14907,12185,33,24893,0,1095,0,NA
Nepal,524,2000,23740000,11806000,11935000,717900,241959,475941,0,680689,0,0,0,129237
Pakistan,586,2000,138250000,71330000,66921000,4181912,2249960,1931952,0,4178579,0,0,0,2001466
Sri Lanka,144,2000,18784000,9369000,9415000,40132,21971,18161,95,35706,0,2681,8,16
Armenia,51,2000,3076000,1445000,1631000,657900,270170,387730,0,593696,0,26953,0,280591
Azerbaijan,31,2000,8118000,3966000,4151000,327540,141161,186379,0,285122,0,39928,0,54663
Bahrain,48,2000,667000,381000,286000,239361,165344,74017,33053,194892,0,2243,0,1
Cyprus,196,2000,943000,475000,468000,80076,34745,45331,5834,22721,0,50266,294,97
Georgia,268,2000,4744000,2245000,2499000,218600,94211,124389,0,37351,0,176255,0,6400
Iraq,368,2000,23575000,11899000,11676000,210525,120464,90061,17638,75994,0,235,0,127787
Israel,376,2000,6014000,2964000,3050000,1851309,853712,997597,323024,314792,0,821846,47759,2102
Jordan,400,2000,4767000,2483000,2284000,1927845,982977,944868,292092,192349,0,11024,197,1571234
Kuwait,414,2000,1929000,1133000,797000,1127640,761512,366128,158746,908284,0,10573,0,2776
Lebanon,422,2000,3235000,1605000,1630000,692913,353305,339608,132027,86434,0,3370,0,379894
Oman,512,2000,2239000,1255000,985000,623608,488389,135219,38453,551585,0,6328,0,0
Qatar,634,2000,593000,386000,208000,359697,274242,85455,13665,323853,0,3573,0,31
Saudi Arabia,682,2000,21392000,11782000,9610000,5263387,3517768,1745619,628991,4457754,0,0,0,5309
State of Palestine,275,2000,3224000,1634000,1589000,275202,124555,150647,17915,227714,0,8052,0,1407631
Syrian Arab Republic,760,2000,16354000,8303000,8051000,832273,426633,405640,534,2001,0,0,0,388168
Turkey,792,2000,63240000,31114000,32126000,1280963,616007,664956,3746,98834,0,1068535,901,3103
United Arab Emirates,784,2000,3050000,2066000,984000,2446675,1757144,689531,340548,1988493,0,23134,0,562
Yemen,887,2000,17795000,9001000,8794000,143495,79675,63820,102089,7809,0,0,0,60511
Belarus,112,2000,9952000,4673000,5279000,1123586,514593,608993,80,135449,0,987468,250,359
Bulgaria,100,2000,8001000,3898000,4102000,43360,18238,25122,665,9151,0,31203,358,1474
Czech Republic,203,2000,10263000,4992000,5271000,220789,119227,101562,880,11367,0,207673,711,1209
Hungary,348,2000,10224000,4865000,5359000,296957,138219,158738,3537,21891,0,262827,2078,5027
Poland,616,2000,38486000,18681000,19805000,825251,338323,486928,2004,11783,0,770355,1069,1020
Republic of Moldova,498,2000,4201000,2011000,2190000,247828,109129,138699,0,14455,0,225614,0,68
Romania,642,2000,22128000,10825000,11303000,126949,60428,66521,40,15767,0,96414,21,1685
Russian Federation,643,2000,146401000,68511000,77890000,11900297,5982851,5917446,11788,6610001,0,5259408,6307,26265
Slovakia,703,2000,5386000,2616000,2770000,116376,51253,65123,618,4051,0,110786,371,457
Ukraine,804,2000,48746000,22686000,26060000,5527087,2368364,3158723,1988,864360,0,4269480,0,2951
Channel Islands,830,2000,149000,73000,76000,64301,30234,34067,0,0,0,62987,0,NA
Denmark,208,2000,5338000,2640000,2698000,371026,179977,191049,29206,131537,0,177158,9170,70021
Estonia,233,2000,1399000,653000,747000,249512,100844,148668,0,10020,0,238979,0,2
Faeroe Islands,234,2000,46000,NA,NA,3593,1921,1672,7,113,0,3154,50,NA
Finland,246,2000,5176000,2526000,2650000,136203,67469,68734,7853,16976,0,107720,1694,13073
Iceland,352,2000,281000,141000,140000,15892,7207,8685,422,2206,0,12494,371,249
Ireland,372,2000,3842000,1910000,1931000,350552,172959,177593,26545,35627,0,282200,5077,2689
Isle of Man,833,2000,77000,NA,NA,39002,18725,20277,387,0,0,36950,0,NA
Latvia,428,2000,2371000,1091000,1280000,430178,177632,252546,63,21736,0,408205,148,7
Lithuania,440,2000,3486000,1632000,1855000,214311,100546,113765,6,13115,0,190270,137,55
Norway,578,2000,4492000,2224000,2268000,292440,144826,147614,22389,85861,0,154031,13953,47693
Sweden,752,2000,8872000,4387000,4486000,1003798,480211,523587,54092,249723,0,552201,56072,157220
United Kingdom of Great Britain and Northern Ireland,826,2000,58867000,28677000,30190000,4730165,2228628,2501537,767011,1685753,0,1877159,270294,186248
Albania,8,2000,3122000,1578000,1544000,76695,35990,40705,0,2892,0,65310,0,528
Andorra,20,2000,65000,NA,NA,42146,22092,20054,471,297,0,40184,209,NA
Bosnia and Herzegovina,70,2000,3793000,1891000,1902000,82952,39691,43261,NA,NA,NA,NA,NA,38152
Croatia,191,2000,4428000,2132000,2296000,585298,274823,310475,0,0,0,479722,441,22437
Gibraltar,292,2000,27000,NA,NA,8054,3865,4189,1107,0,0,5684,0,NA
Greece,300,2000,10954000,5415000,5539000,1111665,559794,551871,50944,258334,0,794206,6089,6468
Holy See,336,2000,1000,NA,NA,787,379,408,0,0,0,0,0,NA
Italy,380,2000,57147000,27717000,29430000,2121688,976691,1144997,591210,342777,0,968414,191063,6437
Malta,470,2000,387000,192000,196000,21521,10289,11232,1064,1288,0,18267,75,190
Montenegro,499,2000,614000,303000,311000,NA,NA,NA,0,0,0,0,0,NA
Portugal,620,2000,10279000,4959000,5320000,651472,320319,331153,302372,16671,0,207142,74738,433
San Marino,674,2000,27000,NA,NA,4045,2175,1870,0,0,0,3792,104,NA
Serbia,688,2000,9463000,4644000,4819000,856763,383893,472870,421,4064,0,850828,271,363293
Slovenia,705,2000,1989000,971000,1018000,171018,90464,80554,183,441,0,169953,282,2816
Spain,724,2000,40750000,2.00E+07,20749000,1657285,838058,819227,348323,61965,0,785684,421153,6987
The former Yugoslav Republic of Macedonia,807,2000,2012000,1006000,1006000,125665,52385,73280,1717,18717,0,103902,0,9050
Austria,40,2000,8051000,3907000,4144000,996547,478318,518229,31936,194469,0,754585,14206,48787
Belgium,56,2000,10268000,5020000,5248000,853369,443696,409673,142684,77221,0,607526,9141,18832
France,250,2000,59387000,29048000,30339000,6278718,3092789,3185929,2405637,779317,0,2898801,122084,131115
Germany,276,2000,81896000,40040000,41856000,8992631,4503666,4488965,266440,2918583,0,5384433,83107,906000
Liechtenstein,438,2000,33000,NA,NA,15483,7980,7503,1,1214,0,14106,68,70
Luxembourg,442,2000,436000,215000,221000,139750,69286,70464,717,2049,0,134594,555,759
Monaco,492,2000,32000,NA,NA,21787,10458,11329,NA,NA,NA,NA,NA,0
Netherlands,528,2000,15894000,7864000,8030000,1556337,765302,791035,249483,536436,0,453931,224778,146180
Switzerland,756,2000,7166000,3501000,3665000,1570756,841855,728901,83331,179226,0,1119738,77942,57653
Anguilla,660,2000,11000,NA,NA,4063,1910,2153,0,0,0,818,1523,NA
Antigua and Barbuda,28,2000,78000,36000,41000,23071,10316,12755,177,420,0,3547,12958,NA
Aruba,533,2000,91000,44000,47000,30104,13519,16585,0,1544,0,4543,18222,NA
Bahamas,44,2000,298000,145000,153000,36454,19414,17040,258,516,0,8482,26086,100
Barbados,52,2000,270000,130000,140000,28424,12405,16019,0,522,0,5670,14838,NA
"Bonaire, Sint Eustatius and Saba",535,2000,14000,NA,NA,46105,20402,25703,NA,NA,NA,NA,NA,NA
British Virgin Islands,92,2000,21000,NA,NA,12058,5942,6116,0,43,0,1739,4640,0
Cayman Islands,136,2000,42000,NA,NA,19253,9709,9544,169,475,0,6337,11932,0
Cuba,192,2000,11117000,5584000,5533000,17818,7840,9978,165,403,0,10848,3746,961
Curacao,531,2000,132000,62000,70000,NA,NA,NA,0,0,0,0,0,0
Dominica,212,2000,70000,NA,NA,3723,1955,1768,29,67,0,896,1659,NA
Dominican Republic,214,2000,8563000,4291000,4271000,355611,216008,139603,392,7410,0,52637,290647,510
Grenada,308,2000,102000,50000,51000,6825,3386,3439,NA,NA,NA,NA,NA,NA
Guadeloupe,312,2000,431000,207000,224000,83188,39778,43410,124,531,0,51767,19770,NA
Haiti,332,2000,8549000,4221000,4328000,25832,14664,11168,0,471,0,9297,13836,0
Jamaica,388,2000,2600000,1293000,1307000,24952,12503,12449,0,1213,0,13185,6903,38
Martinique,474,2000,387000,182000,205000,54492,25451,29041,91,276,0,41894,9960,NA
Montserrat,500,2000,5000,NA,NA,1211,622,589,0,0,0,231,305,NA
Puerto Rico,630,2000,3797000,1828000,1969000,355038,168480,186558,77,2370,0,240547,99336,NA
Saint Kitts and Nevis,659,2000,46000,NA,NA,5871,3068,2803,0,0,0,0,1696,NA
Saint Lucia,662,2000,157000,77000,80000,9868,4950,4918,41,172,0,1636,3598,0
Saint Vincent and the Grenadines,670,2000,108000,54000,54000,4307,2099,2208,NA,NA,NA,NA,NA,NA
Sint Maarten (Dutch part),534,2000,32000,NA,NA,NA,NA,NA,0,0,0,0,0,NA
Trinidad and Tobago,780,2000,1268000,631000,637000,41753,19288,22465,267,1265,0,6673,28023,0
Turks and Caicos Islands,796,2000,19000,NA,NA,9015,4665,4350,0,0,0,1468,5850,NA
United States Virgin Islands,850,2000,109000,52000,57000,56611,26730,29881,0,0,0,15712,15589,NA
